,Indicator,Continent,Country,Year,Gender,Cause,Average_death_Value
3135,Ambient air pollution attributable death rate (per 100 000 population),Africa,Kenya,2016,Both sexes,Lower respiratory infections,9.066666666666666
3149,Ambient air pollution attributable death rate (per 100 000 population),Africa,Chad,2016,Both sexes,Total,83.56
3161,Ambient air pollution attributable death rate (per 100 000 population),Africa,Chad,2016,Male,Total,87.82333333333332
3173,Ambient air pollution attributable death rate (per 100 000 population),Africa,Mauritius,2016,Male,Stroke,9.376666666666667
3176,Ambient air pollution attributable death rate (per 100 000 population),Africa,Seychelles,2016,Male,Stroke,9.196666666666667
3182,Ambient air pollution attributable death rate (per 100 000 population),Africa,Tunisia,2016,Both sexes,Stroke,9.433333333333334
3184,Ambient air pollution attributable death rate (per 100 000 population),Africa,Namibia,2016,Female,Ischaemic heart disease,9.153333333333332
3185,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gambia,2016,Female,Ischaemic heart disease,9.18
3186,Ambient air pollution attributable death rate (per 100 000 population),Africa,Somalia,2016,Both sexes,Ischaemic heart disease,9.15
3189,Ambient air pollution attributable death rate (per 100 000 population),Africa,Botswana,2016,Both sexes,Ischaemic heart disease,9.159999999999998
3190,Ambient air pollution attributable death rate (per 100 000 population),Africa,Gabon,2016,Both sexes,Ischaemic heart disease,9.206666666666667
3197,Ambient air pollution attributable death rate (per 100 000 population),Africa,Egypt,2016,Both sexes,Lower respiratory infections,9.26
3199,Ambient air pollution attributable death rate (per 100 000 population),Africa,Malawi,2016,Both sexes,Lower respiratory infections,9.466666666666667
3200,Ambient air pollution attributable death rate (per 100 000 population),Africa,Botswana,2016,Male,Lower respiratory infections,9.423333333333332
3208,Ambient air pollution attributable death rate (per 100 000 population),Africa,Benin,2016,Female,Ischaemic heart disease,9.316666666666665
3210,Ambient air pollution attributable death rate (per 100 000 population),Africa,Kenya,2016,Male,Lower respiratory infections,9.453333333333333
3215,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burkina Faso,2016,Both sexes,Ischaemic heart disease,9.39
3216,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burkina Faso,2016,Male,Ischaemic heart disease,9.386666666666667
3219,Ambient air pollution attributable death rate (per 100 000 population),Africa,Burkina Faso,2016,Female,Ischaemic heart disease,9.403333333333334
3227,Ambient air pollution attributable death rate (per 100 000 population),Africa,Ethiopia,2016,Male,Ischaemic heart disease,9.466666666666667
3232,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea-Bissau,2016,Male,Ischaemic heart disease,9.493333333333334
3235,Ambient air pollution attributable death rate (per 100 000 population),Africa,Congo,2016,Female,Ischaemic heart disease,9.493333333333334
3238,Ambient air pollution attributable death rate (per 100 000 population),Africa,Benin,2016,Both sexes,Ischaemic heart disease,9.540000000000001
3240,Ambient air pollution attributable death rate (per 100 000 population),Africa,Cameroon,2016,Female,Ischaemic heart disease,9.576666666666666
3245,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea-Bissau,2016,Both sexes,Ischaemic heart disease,9.643333333333333
3252,Ambient air pollution attributable death rate (per 100 000 population),Africa,Sudan,2016,Female,Stroke,9.790000000000001
3255,Ambient air pollution attributable death rate (per 100 000 population),Africa,Somalia,2016,Male,Ischaemic heart disease,9.700000000000001
3257,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eritrea,2016,Both sexes,Ischaemic heart disease,9.726666666666667
3261,Ambient air pollution attributable death rate (per 100 000 population),Africa,Lesotho,2016,Both sexes,Stroke,10.01
3263,Ambient air pollution attributable death rate (per 100 000 population),Africa,Guinea-Bissau,2016,Female,Ischaemic heart disease,9.786666666666667
3265,Ambient air pollution attributable death rate (per 100 000 population),Africa,Benin,2016,Male,Ischaemic heart disease,9.743333333333334
3269,Ambient air pollution attributable death rate (per 100 000 population),Africa,Eswatini,2016,Female,Lower respiratory infections,10.19
3274,Ambient air pollution attributable death rate (per 100 000 population),Africa,Madagascar,2016,Female,Lower respiratory infections,10.12
3280,Ambient air pollution attributable death rate (per 100 000 population),Africa,Central African Republic,2016,Both sexes,Stroke,9.97
